City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,khandyga,62.6667,135.6,-43.32,100,50,0.44,RU,1738792010
279,kitui,-1.367,38.0106,20.41,53,100,1.64,KE,1738792012
280,coahuayana de hidalgo,18.7,-103.6583,30.27,52,0,2.85,MX,1738792013
281,kavaratti,10.5669,72.642,26.96,73,9,3.77,IN,1738792015
282,papao,-17.75,-149.55,27.31,77,82,5.96,PF,1738792016
283,taoudenni,22.6783,-3.9836,17.47,16,0,6.15,ML,1738792017
284,itoman,26.1247,127.6694,14.01,54,75,2.06,JP,1738792018
285,zhanibek,49.4167,46.85,-3.32,68,50,4.58,KZ,1738792019
286,mercedes,-34.6515,-59.4307,18.97,83,89,6.77,AR,1738792020
287,suva,-18.1416,178.4415,25.71,94,75,2.06,FJ,1738792022
288,uzda,53.4627,27.2137,-2.43,65,97,1.7,BY,1738792023
289,al jubayl,27.0112,49.6583,18.54,49,100,10.2,SA,1738792024
290,mildura,-34.2,142.15,27.97,32,0,1.86,AU,1738792025
291,phan rang-thap cham,11.5667,108.9833,18.06,91,56,2.81,VN,1738792026
292,el sauzal de rodriguez,31.9,-116.6833,17.44,64,16,5.67,MX,1738792027
293,houghton,47.1219,-88.569,-6.29,65,100,2.57,US,1738792030
294,lamu,-2.2717,40.902,24.16,90,100,5.62,KE,1738792031
295,la passe,45.5549,-0.8967,7.75,78,63,5.74,FR,1738792032
296,zarzis,33.504,11.1122,13.68,79,52,4.01,TN,1738792033
297,xiva,41.3783,60.3639,3.07,60,6,4.04,UZ,1738792034
298,bousso,10.4795,16.7117,26.08,15,57,3.51,TD,1738792036
299,bahia blanca,-38.7196,-62.2724,27.98,40,59,4.72,AR,1738792037
300,pulaski,34.7668,-92.3001,11.7,92,100,0.0,US,1738792038
301,mantua,45.1667,10.7833,2.34,86,1,0.7,IT,1738792039
302,sangmelima,2.9333,11.9833,21.9,86,100,1.55,CM,1738792040
303,tamandare,-8.7597,-35.1047,25.9,84,100,4.48,BR,1738792041
304,verkhnyaya sinyachikha,57.976,61.6673,-16.34,100,100,1.31,RU,1738792043
305,isiro,2.7739,27.616,24.14,48,100,0.87,CD,1738792044
306,kosh-agach,50.0,88.6667,-30.94,89,59,0.98,RU,1738792045
307,kourou,5.1552,-52.6478,24.22,95,95,2.62,GF,1738792046
308,sao tome,0.3365,6.7273,27.23,79,100,2.4,ST,1738792047
309,darwin,-12.4611,130.8418,24.99,100,0,1.54,AU,1738792049
310,hurricane,37.1753,-113.2899,19.63,41,9,2.64,US,1738792050
311,avarua,-21.2078,-159.775,29.03,84,100,3.6,CK,1738792052
312,deir ez-zor,35.3359,40.1408,10.5,59,98,1.47,SY,1738792053
313,baiquan,47.5833,126.0833,-27.19,98,85,2.95,CN,1738792054
314,sainte-suzanne,-20.9061,55.6089,27.1,89,75,3.6,RE,1738792056
315,vallenar,-28.5708,-70.7581,27.19,42,0,3.13,CL,1738792057
316,enewetak,11.3474,162.3373,27.01,74,99,7.48,MH,1738792058
317,tindouf,27.6711,-8.1474,17.25,22,0,2.57,DZ,1738792059
318,uturoa,-16.7333,-151.4333,28.03,73,71,5.85,PF,1738792060
319,mersa matruh,31.3525,27.2453,14.11,51,40,9.77,EG,1738792061
320,selebi-phikwe,-21.979,27.8498,25.17,41,0,2.42,BW,1738792063
321,dabakala,8.3667,-4.4333,28.39,16,22,1.58,CI,1738792064
322,ambilobe,-13.2,49.05,23.28,92,100,0.38,MG,1738792065
323,zhelezinka,53.54,75.3072,-17.33,94,5,3.82,KZ,1738792066
324,kamen'-rybolov,44.7481,132.0403,-15.86,65,100,5.55,RU,1738792067
325,burang,30.25,81.1667,-19.06,59,47,3.72,CN,1738792069
326,toliara,-23.35,43.6667,27.01,84,23,1.33,MG,1738792070
327,grand baie,-20.0182,57.5802,26.92,87,3,3.69,MU,1738792071
328,maamba,-17.3667,27.15,22.32,72,59,1.16,ZM,1738792072
329,boden,65.8252,21.6886,-2.72,79,43,3.85,SE,1738792073
330,visby,57.6409,18.296,4.12,93,0,1.54,SE,1738792074
331,port saint john's,-31.6229,29.5448,21.93,92,100,4.58,ZA,1738792076
332,kidal,18.4411,1.4078,24.46,21,100,4.15,ML,1738792077
333,hadibu,12.65,54.0333,21.92,71,9,4.13,YE,1738792078
334,minab,27.1467,57.0801,17.19,60,94,1.16,IR,1738792079
335,fort wellington,6.4,-57.6,25.47,83,100,4.44,GY,1738792080
336,sundargarh,22.1167,84.0333,19.63,45,2,2.92,IN,1738792081
337,antalaha,-14.9003,50.2788,24.6,87,100,1.45,MG,1738792083
338,quang ngai,15.1167,108.8,19.28,87,98,0.86,VN,1738792084
339,usinsk,65.9939,57.5281,-13.61,97,70,4.53,RU,1738792085
340,nova sintra,14.8667,-24.7167,22.4,71,1,8.68,CV,1738792086
341,jayapura,-2.5333,140.7,23.66,92,100,1.38,ID,1738792087
342,lazaro cardenas,17.9583,-102.2,28.59,54,0,4.26,MX,1738792088
343,mount isa,-20.7333,139.5,26.87,78,100,2.57,AU,1738792090
344,usoke,-5.1667,32.35,19.26,90,100,1.6,TZ,1738792091
345,qusmuryn,52.4503,64.6311,-13.17,94,48,3.86,KZ,1738792092
346,natore,24.4165,88.9826,18.19,44,2,1.44,BD,1738792093
347,rio gallegos,-51.6226,-69.2181,20.03,19,20,3.09,AR,1738792094
348,okhotsk,59.3833,143.3,-22.36,67,22,7.13,RU,1738792096
349,riverlea,-37.8065,175.3244,21.61,75,64,1.22,NZ,1738792097
350,flin flon,54.7682,-101.865,-17.09,60,75,3.09,CA,1738792098
351,masterton,-40.9597,175.6575,19.95,46,95,1.11,NZ,1738792099
352,sume,-7.6717,-36.88,22.85,83,100,5.82,BR,1738792100
353,hobyo,5.3505,48.5268,23.72,84,19,8.47,SO,1738792101
354,chapaev,50.2,51.1667,-7.74,88,84,5.04,KZ,1738792103
355,zaozersk,69.4005,32.4476,-6.49,86,97,9.7,RU,1738792104
356,prieska,-29.6641,22.7474,27.15,35,100,5.07,ZA,1738792106
357,roberval,48.5168,-72.2324,-11.65,52,20,4.63,CA,1738792107
358,kenora,49.8167,-94.4337,-12.46,56,100,3.6,CA,1738792109
359,puerto real,36.5282,-6.1901,12.36,71,0,1.03,ES,1738792110
360,yung shue wan,22.2333,114.1167,16.46,63,100,7.42,HK,1738792111
361,yelizovo,53.1873,158.3805,1.08,34,75,6.0,RU,1738792112
362,la sarre,48.8002,-79.1996,-12.51,82,51,4.87,CA,1738792113
363,korla,41.7597,86.1469,-8.78,76,100,2.86,CN,1738792114
364,pacific grove,36.6177,-121.9166,14.94,61,0,3.6,US,1738792116
365,sola,-13.8833,167.55,27.55,75,90,3.58,VU,1738792117
366,gordonvale,-17.0936,145.7842,27.88,95,100,0.58,AU,1738792118
367,jieshi,22.8134,115.8257,14.81,70,100,7.69,CN,1738792120
368,saraikela,22.7167,85.95,21.25,41,44,2.67,IN,1738792122
369,calama,-22.4667,-68.9333,25.27,19,0,13.38,CL,1738792123
370,luanda,-8.8368,13.2343,26.46,82,99,4.07,AO,1738792124
371,klyuchi,52.2667,79.1667,-16.54,83,5,5.1,RU,1738792125
372,kon tum,14.35,108.0,12.65,97,36,0.96,VN,1738792126
373,rikaze,29.25,88.8833,-2.33,25,0,2.05,CN,1738792127
374,bardai,11.65,7.2333,20.93,11,1,4.41,NG,1738792129
375,mount pearl,47.5166,-52.7813,-8.25,75,75,10.29,CA,1738792130
376,lafayette,30.2335,-92.0668,26.69,64,20,4.63,US,1738792131
377,san pablo,14.0669,121.3258,22.97,93,77,2.48,PH,1738792132
378,cill airne,52.05,-9.5167,3.61,85,2,2.18,IE,1738792133
379,lensk,60.7253,114.9278,-39.14,100,48,1.22,RU,1738792134
380,ta`u,-14.2336,-169.5144,27.83,75,100,3.64,AS,1738792136
381,mariakani,-3.8633,39.4736,25.05,93,100,2.51,KE,1738792137
382,warman,52.3168,-106.5679,-18.95,77,100,3.09,CA,1738792138
383,ozieri,40.586,9.0012,3.6,85,100,1.44,IT,1738792139
384,woolgoolga,-30.1106,153.2007,22.93,79,14,1.68,AU,1738792140
385,rio frio de juarez,19.35,-98.6667,13.35,48,58,0.21,MX,1738792141
386,ash shatrah,31.4117,46.1742,15.28,28,7,1.82,IQ,1738792143
387,sholokhovskiy,48.2807,41.0459,-6.85,91,61,3.05,RU,1738792144
388,janakpur,26.7183,85.9065,14.23,73,0,2.87,NP,1738792145
389,axim,4.8699,-2.2405,26.99,86,31,4.91,GH,1738792146
390,kudymkar,59.0173,54.656,-14.6,99,100,1.61,RU,1738792147
391,puerto maldonado,-12.6,-69.1833,32.22,55,20,3.09,PE,1738792148
392,mwinilunga,-11.7358,24.4293,17.96,98,100,1.31,ZM,1738792150
393,singaraja,-8.112,115.0882,26.71,87,98,3.22,ID,1738792151
394,itamaraca,-7.7478,-34.8256,25.83,86,92,5.56,BR,1738792152
395,daru,-9.0763,143.2092,25.4,90,100,5.69,PG,1738792153
396,caleta de carquin,-11.0925,-77.6267,23.79,75,83,3.74,PE,1738792154
397,nova xavantina,-14.6667,-52.35,22.83,94,73,1.68,BR,1738792155
398,yuzhno-kurilsk,44.0306,145.8556,-2.31,79,32,5.96,RU,1738792157
399,puerto armuelles,8.2833,-82.8667,26.72,69,100,1.34,PA,1738792158
400,teruel,40.6667,-0.6667,0.8,78,0,1.05,ES,1738792159
401,manthani,18.65,79.6667,22.92,46,1,2.32,IN,1738792160
402,corner brook,48.9667,-57.9484,-13.2,90,100,5.16,CA,1738792161
403,la ronge,55.1001,-105.2842,-16.86,55,75,4.12,CA,1738792162
404,glace bay,46.1969,-59.957,-9.46,68,100,8.75,CA,1738792164
405,alice springs,-23.7,133.8833,24.75,47,55,2.06,AU,1738792165
406,aginskoye,51.1,114.53,-21.82,91,100,5.18,RU,1738792167
407,tulln,48.3283,16.0586,2.8,81,75,3.09,AT,1738792169
408,st. marys,30.7305,-81.5465,26.14,67,0,3.09,US,1738792170
409,baiti,13.745,-14.7482,25.1,12,12,3.96,SN,1738792171
410,kapa'a,22.0752,-159.319,24.71,73,20,4.63,US,1738792172
411,kisangani,0.5167,25.2,25.13,64,100,0.12,CD,1738792173
412,tinajo,29.0788,-13.7081,16.49,67,20,6.69,ES,1738792174
413,dunedin,-45.8742,170.5036,13.22,88,97,1.79,NZ,1738792102
414,bocas del toro,9.3333,-82.25,26.55,77,30,3.78,PA,1738792177
415,khovd,48.0056,91.6419,-17.61,62,0,3.14,MN,1738792178
416,madalena,41.2162,-8.3345,9.05,68,81,1.64,PT,1738792179
417,mokhsogollokh,61.4681,128.9203,-43.01,100,65,1.37,RU,1738792180
418,zakamensk,50.3741,103.2863,-25.8,92,100,1.64,RU,1738792181
419,alliance,40.9153,-81.1059,-1.31,66,100,3.55,US,1738792183
420,geraldton,-28.7667,114.6,22.23,94,100,1.54,AU,1738792184
421,mukalla,14.5425,49.1242,19.48,68,1,3.11,YE,1738792185
422,raub,3.7899,101.857,21.33,99,99,0.98,MY,1738792186
423,mandalgovi,45.7625,106.2708,-26.25,78,80,11.14,MN,1738792187
424,ilebo,-4.3167,20.5833,22.06,88,100,0.44,CD,1738792189
425,rumbek,6.802,29.6912,31.08,24,86,2.17,SS,1738792190
426,sinop,41.7711,34.8709,-2.31,98,100,1.89,TR,1738792191
427,homer,59.6425,-151.5483,0.58,78,0,1.34,US,1738792192
428,fortaleza,-3.7227,-38.5247,28.45,78,75,3.6,BR,1738792193
429,karratha,-20.7377,116.8463,30.1,71,63,4.01,AU,1738792194
430,saldanha,-33.0117,17.9442,17.6,69,0,12.43,ZA,1738792196
431,kolondieba,11.0882,-6.8926,25.36,15,74,2.68,ML,1738792197
432,polyarnyy,69.1989,33.4478,-5.43,82,100,10.87,RU,1738792198
433,acapulco de juarez,16.8634,-99.8901,28.9,70,0,5.66,MX,1738792000
434,tymovskoye,50.8456,142.655,-1.27,87,100,6.82,RU,1738792200
435,smara,26.7384,-11.6719,17.62,29,0,3.99,EH,1738792201
436,taroa,8.7058,171.2275,26.89,85,59,10.02,MH,1738792203
437,medina de pomar,42.9294,-3.488,3.27,94,1,1.61,ES,1738792204
438,stiens,53.2623,5.7577,4.99,84,75,1.54,NL,1738792205
439,abadeh,31.1608,52.6506,4.75,26,68,5.19,IR,1738792206
440,saint-felicien,48.6501,-72.4491,-11.62,52,20,4.63,CA,1738792207
441,mar del plata,-38.0023,-57.5575,22.27,80,100,6.69,AR,1738791909
442,luninyets,52.2472,26.8047,-2.33,62,99,1.5,BY,1738792210
443,vesoul,47.5833,5.8333,0.05,89,4,2.68,FR,1738792211
444,tainan,22.9908,120.2133,12.95,88,75,0.0,TW,1738792212
445,bayan,46.0833,127.4,-32.26,100,77,2.28,CN,1738792213
446,whistler,50.1164,-122.9695,-9.43,53,75,1.54,CA,1738792214
447,osorno,-40.5667,-73.15,22.17,60,75,5.66,CL,1738792216
448,beloyarskiy,63.7119,66.6722,-12.98,97,100,1.43,RU,1738792217
449,xai-xai,-25.0519,33.6442,24.45,79,0,4.37,MZ,1738792218
450,lompoc,34.6391,-120.4579,15.38,83,100,3.09,US,1738792219
451,camanducaia,-22.7553,-46.1447,17.89,96,100,1.31,BR,1738792220
452,hryhoriopol,47.1536,29.2964,-1.89,66,52,2.72,MD,1738792221
453,ust'-barguzin,53.45,108.9833,-27.55,99,95,0.46,RU,1738792223
454,lerik,38.7726,48.4128,-0.32,100,100,2.83,AZ,1738792224
455,valparaiso,-33.0393,-71.6273,28.13,37,0,10.8,CL,1738792225
456,rabo de peixe,37.8,-25.5833,17.77,99,75,4.12,PT,1738792226
457,nyurba,63.2842,118.3319,-44.91,100,61,1.71,RU,1738792227
458,arcoverde,-8.4189,-37.0539,21.43,89,100,4.22,BR,1738792228
459,belmonte,-15.8631,-38.8828,25.98,81,100,2.74,BR,1738792230
460,takaungu,-3.6837,39.8566,25.08,85,99,5.58,KE,1738792231
461,al ghayzah,16.2079,52.176,19.03,65,45,3.16,YE,1738792232
462,argo,37.6333,22.7333,5.27,75,0,1.48,GR,1738792233
463,dourbali,11.8091,15.8632,24.05,13,30,4.64,TD,1738792234
464,bharatpur,27.2167,77.4833,10.56,33,0,3.31,IN,1738792235
465,port-gentil,-0.7193,8.7815,27.98,83,20,1.03,GA,1738792237
466,ghat,24.9647,10.1728,16.63,30,88,3.33,LY,1738792238
467,sorong,-0.8833,131.25,26.34,82,100,4.62,ID,1738792239
468,dingli,35.8614,14.3822,12.12,93,40,2.57,MT,1738792240
469,remire-montjoly,4.9167,-52.2667,27.02,89,75,4.63,GF,1738792241
470,kamwenge,0.1866,30.4539,19.79,57,100,0.16,UG,1738792243
471,saudarkrokur,65.7461,-19.6394,2.77,75,100,17.12,IS,1738792244
472,acarau,-2.8856,-40.12,26.47,79,95,4.87,BR,1738792245
473,choibalsan,48.0667,114.5,-21.66,94,100,6.72,MN,1738792246
474,inarajan village,13.2736,144.7484,27.44,83,100,8.52,GU,1738792247
475,villamontes,-21.25,-63.5,39.69,29,20,2.06,BO,1738792248
476,noumea,-22.2763,166.4572,28.9,99,96,2.12,NC,1738792250
477,victoria,22.2855,114.1577,16.81,65,100,2.68,HK,1738792020
478,turpan,42.9333,89.1667,-4.17,60,6,1.31,CN,1738792252
479,parthenay,46.6667,-0.4167,5.98,92,98,5.39,FR,1738792253
480,namtsy,62.7161,129.6658,-41.68,99,50,1.67,RU,1738792254
481,gao,16.6362,1.637,26.19,18,100,4.8,ML,1738792256
482,leava,-14.3,-178.1667,28.36,70,86,1.61,WF,1738792257
483,suoyarvi,62.0833,32.35,-5.92,92,100,5.02,RU,1738792246
484,askoy,60.4092,5.226,4.87,93,40,2.06,NO,1738792259
485,sirte,31.2089,16.5887,15.38,73,97,3.82,LY,1738792260
486,ak'ordat,15.5486,37.8867,24.7,52,0,3.11,ER,1738792261
487,joshimath,30.5667,79.5667,-2.11,41,0,4.94,IN,1738792263
488,bayside,40.8424,-124.0637,9.01,88,100,1.34,US,1738792265
489,gaozhou,21.9392,110.8461,15.92,65,100,1.07,CN,1738792266
490,gobabis,-22.45,18.9667,21.89,68,95,9.27,NA,1738792267
491,parauna,-16.9478,-50.4486,21.49,87,99,1.21,BR,1738792268
492,funafuti,-8.5243,179.1942,31.0,66,20,4.12,TV,1738792269
493,i-n-salah,27.1935,2.4607,14.26,28,0,9.07,DZ,1738792271
494,flying fish cove,-10.4217,105.6791,25.82,94,100,6.69,CX,1738792272
495,swakopmund,-22.6833,14.5333,18.52,85,92,2.3,NA,1738792273
496,santiago de cao,-7.9589,-79.2392,21.07,88,40,3.6,PE,1738792274
497,veraval,20.9,70.3667,18.04,36,0,5.51,IN,1738792275
498,lagoa,39.05,-27.9833,16.68,82,100,8.24,PT,1738792276
499,isla vista,34.4133,-119.861,17.66,91,100,4.63,US,1738792278
500,pitea,65.3172,21.4794,-0.05,77,48,4.73,SE,1738792279
501,novoagansk,61.9449,76.6625,-17.31,99,89,1.69,RU,1738792280
502,segovia,41.1667,-4.0,2.78,67,9,1.69,ES,1738792281
503,dampit,-8.2116,112.7493,21.46,94,67,1.62,ID,1738792282
504,harnoli,32.2792,71.5539,10.71,32,0,2.66,PK,1738792284
505,levuka,50.1834,-105.4011,-17.16,95,100,4.4,CA,1738792285
506,cheremshan,54.6667,51.5,-8.21,85,97,4.23,RU,1738792286
507,eusebio ayala,-25.4,-56.9667,32.45,44,93,3.22,PY,1738792287
508,macau,22.2006,113.5461,15.85,72,20,3.6,MO,1738792288
509,auki,-8.7676,160.7034,28.35,74,100,1.86,SB,1738792290
510,puerto baquerizo moreno,-0.9,-89.6,30.55,58,20,5.14,EC,1738792291
511,sao gabriel da cachoeira,-0.1303,-67.0892,22.79,100,100,0.32,BR,1738792292
512,jutai,-5.1833,-68.9,23.05,99,100,1.59,BR,1738792293
513,ouezzane,34.7971,-5.5822,6.41,71,0,2.36,MA,1738792294
514,studenka,49.7234,18.0785,2.27,93,100,1.03,CZ,1738792295
515,mont-dore,-22.2833,166.5833,28.9,72,92,2.45,NC,1738792297
516,elliot lake,46.3834,-82.6331,-8.62,92,100,2.7,CA,1738792298
517,bratsk,56.1325,101.6142,-23.73,97,100,1.33,RU,1738792299
518,gorontalo,0.5412,123.0595,24.07,94,100,1.5,ID,1738792300
519,ancud,-41.8697,-73.8203,14.79,73,99,4.4,CL,1738792301
520,touros,-5.1989,-35.4608,27.45,75,100,4.98,BR,1738792302
521,zhuanghe,39.7008,122.9911,-11.05,68,77,2.05,CN,1738792304
522,tete,-16.1564,33.5867,22.98,84,98,1.12,MZ,1738792305
523,la ferte-bernard,48.1863,0.6536,3.92,91,82,2.71,FR,1738792306
524,mburucuya,-28.0454,-58.2245,40.76,20,0,2.42,AR,1738792307
525,muddebihal,16.3333,76.1333,21.55,43,0,3.71,IN,1738792308
526,garachico,28.7781,-17.7646,17.06,68,75,4.63,ES,1738792310
527,mana,5.6592,-53.7767,24.97,90,98,4.38,GF,1738792311
528,ca mau,9.1769,105.15,20.94,90,56,1.45,VN,1738792312
529,magistral'nyy,56.1725,107.4458,-38.1,98,47,1.12,RU,1738792313
530,labrador city,52.9463,-66.9114,-22.05,64,75,4.63,CA,1738792314
531,pocito,-31.6833,-68.5833,34.85,17,0,6.8,AR,1738792317
532,chita,52.0333,113.55,-26.06,64,99,2.0,RU,1738792318
533,champerico,14.3,-91.9167,29.65,61,0,5.89,GT,1738792319
534,birobidzhan,48.8,132.95,-11.33,95,100,2.72,RU,1738792320
535,manoharpur,27.3,75.95,10.67,33,0,1.91,IN,1738792321
536,codrington,-38.2667,141.9667,19.47,72,68,3.3,AU,1738792322
537,stargard,53.3367,15.0499,3.11,88,29,0.45,PL,1738792324
538,cuatro cienegas de carranza,26.9833,-102.0833,28.71,29,0,3.72,MX,1738792325
539,pisco,-13.7,-76.2167,26.03,69,0,4.63,PE,1738792326
540,yazykovo,55.2199,56.1353,-12.94,91,100,1.02,RU,1738792327
541,shiqian,27.5225,108.2281,5.3,95,100,1.11,CN,1738792328
542,bubaque,11.2833,-15.8333,24.51,69,94,4.89,GW,1738792329
543,maslyanino,54.3436,84.2111,-14.76,80,0,4.55,RU,1738792331
544,pecos,31.4229,-103.4932,32.05,9,0,4.63,US,1738792332
545,angaur state,6.906,134.13,27.32,83,99,6.87,PW,1738792333
546,teknaf,20.8624,92.3058,18.75,59,4,4.09,BD,1738792334
547,ulladulla,-35.35,150.4667,22.55,74,32,0.81,AU,1738792335
548,qamdo,31.1667,97.2333,-4.54,71,11,3.04,CN,1738792336
549,awjilah,29.1081,21.2869,13.75,58,100,3.9,LY,1738792338
550,dhuusamarreeb,5.535,46.3861,22.38,75,11,6.44,SO,1738792339
551,revelstoke,50.9832,-118.2023,-8.99,48,100,2.06,CA,1738792340
552,inari,68.906,27.0288,-3.25,91,100,3.17,FI,1738792342
553,toktogul,41.8708,72.9402,-5.96,65,72,2.13,KG,1738792344
554,prado,-17.3411,-39.2208,26.05,80,67,4.28,BR,1738792345
555,odda,60.0691,6.5457,-6.92,98,58,1.53,NO,1738792346
556,bandarbeyla,9.4942,50.8122,22.66,77,38,6.55,SO,1738792347
557,buritis,-15.6178,-46.4233,24.2,78,85,1.86,BR,1738792348
